artist,birth date,birth place,death date,title,winning bid,auction date,category,style,age
navjot,1949-12-15 00:00:00,Meerut,,"UNTITLED, 1993",2509.0,2017-04-01 00:00:00,unknown,unknown,69.0
navjot,1949-12-15 00:00:00,Meerut,,"UNTITLED, 1986-87",17430.0,2015-01-01 00:00:00,unknown,unknown,69.0
raqs media collective,,,,One Four Four Zero,9540.0,2018-12-01 00:00:00,installation,still life,
sadequain,1930-01-01 00:00:00,"Amroha, British India",1987-02-10 00:00:00,Birds,30000.0,2017-12-01 00:00:00,painting,abstract,57.0
sadequain,1930-01-01 00:00:00,"Amroha, British India",1987-02-10 00:00:00,Untitled (Acrobats),2400.0,2012-11-01 00:00:00,drawing,unknown,57.0
sadequain,1930-01-01 00:00:00,"Amroha, British India",1987-02-10 00:00:00,Untitled (Composition),,2012-11-01 00:00:00,drawing,unknown,57.0
surekha,1965-01-01 00:00:00,,,Eye of a needle- Fragrance of Jasmine,1770.0,2014-02-15 00:00:00,relief sculpture,still life,54.0
surekha,1965-01-01 00:00:00,,,Untitled,240.0,2013-02-01 00:00:00,photography,figurative,54.0
surekha,1965-01-01 00:00:00,,,Spaces of Silence,120.0,2012-07-01 00:00:00,photography,figurative,54.0
surekha,1965-01-01 00:00:00,,,Spaces of Silence,120.0,2012-07-01 00:00:00,photography,still life,54.0
surekha,1965-01-01 00:00:00,,,Spaces of Silence,120.0,2012-07-01 00:00:00,photography,still life,54.0
surekha,1965-01-01 00:00:00,,,Spaces of Silence,120.0,2012-07-01 00:00:00,photography,unknown,54.0
ajeet .,,,,MADHUBANI,90.0,2014-09-01 00:00:00,unknown,unknown,
ammini .,,,,BHAGAVATHI KALAM (DHULI SHILPA),483.0,2016-02-01 00:00:00,unknown,unknown,
aramugam .,,,,"A) RAJNIKANT II  B) RAJNIKANT I, 2002",480.0,2014-11-01 00:00:00,unknown,unknown,
balasubramanyam .,,,,"UNTITLED, 1993",188.0,2015-05-01 00:00:00,unknown,unknown,
"deepak, kamal and sushil kumar .",,,,"UNTITLED (KANGRA MINIATURE), a) 2014, b) 1994",360.0,2015-09-01 00:00:00,unknown,unknown,
pichhwai .,,,,SHATRUNJAYA,867.0,2016-02-01 00:00:00,unknown,unknown,
pichhwai .,,,,KAALI MAA,1002.0,2015-10-01 00:00:00,unknown,unknown,
shahjahan .,,,,LADY WITH A MIRROR (KALIGHAT PAT),364.0,2016-09-01 00:00:00,unknown,unknown,
suman .,,,,"UNTITLED (KANGRA MINIATURE), 2014",120.0,2015-09-01 00:00:00,unknown,unknown,
sushil kumar and deepak .,,,,"GEET GOVINDA (KANGRA MINIATURE), 2015",600.0,2015-09-01 00:00:00,unknown,unknown,
uttam .,,,,UNTITLED,240.0,2016-09-01 00:00:00,unknown,unknown,
jaishri abichandani,1969-01-01 00:00:00,Mumbai,,"DURGA YANTRA, 2000-01",300.0,2014-11-01 00:00:00,unknown,unknown,50.0
bani abidi,1971-01-01 00:00:00,"Karachi, Pakistan",,Intercommunication Devices,10385.0,2012-11-01 00:00:00,photography,unknown,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,Within,12727.0,2018-06-01 00:00:00,painting,figurative,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,Untitled,2220.0,2017-06-01 00:00:00,painting,figurative,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,Oranges,4098.0,2015-04-07 00:00:00,painting,figurative,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,Untitled,1080.0,2014-03-01 00:00:00,painting,figurative,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,Untitled,,2014-03-01 00:00:00,painting,figurative,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,The Future is the Past is the Present,9012.0,2013-09-01 00:00:00,painting,figurative,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,Uma,15060.0,2013-08-01 00:00:00,painting,figurative,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,Untitled,1407.0,2013-08-01 00:00:00,painting,figurative,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,Untitled,1389.0,2013-05-01 00:00:00,painting,figurative,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,"UNTITLED, 2007",726.0,2018-07-01 00:00:00,unknown,unknown,48.0
dhruvi acharya,1971-01-01 00:00:00,Mumbai,,UNTITLED,1129.0,2014-05-01 00:00:00,unknown,unknown,48.0
vijay achrekar,1967-01-01 00:00:00,Mumbai,,"UNTITLED, 2005",1610.0,2019-05-01 00:00:00,unknown,unknown,52.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Behind the Curtain,3948.0,2018-06-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,,2016-07-01 00:00:00,painting,unknown,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,5700.0,2015-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra-Incognita,5902.0,2015-04-15 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra-Incognita,8852.0,2015-02-12 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra-Incognita,8604.0,2014-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Blues & Greens of Andaman,5100.0,2014-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,"Jugs, Bottles and Fruits - I",2376.0,2014-03-01 00:00:00,painting,still life,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra - Incognita,2522.0,2013-08-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,3660.0,2013-08-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,5786.0,2013-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,7338.0,2013-05-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,450.0,2013-05-01 00:00:00,painting,still life,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra Incognita,9162.0,2013-03-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,686.0,2013-01-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Nature,4036.0,2013-01-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,7860.0,2013-01-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,686.0,2013-01-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,12396.0,2012-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,1080.0,2012-11-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,3171.0,2012-11-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,,2012-08-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,2424.0,2012-08-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,3989.0,2012-07-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Still Life with a Clock,1200.0,2012-07-01 00:00:00,drawing,still life,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,King,2784.0,2012-06-01 00:00:00,painting,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,3852.0,2012-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,,2012-05-01 00:00:00,drawing,still life,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,,2012-05-01 00:00:00,drawing,still life,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,2304.0,2012-04-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,1200.0,2012-04-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,1500.0,2012-04-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra Incognita,6049.0,2012-04-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra Incognita,15720.0,2012-03-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,4596.0,2012-02-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,3396.0,2012-02-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,6720.0,2012-01-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,"Jugs, Bottles and Fruits - I",2760.0,2012-01-01 00:00:00,painting,still life,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Still Life,2040.0,2012-01-01 00:00:00,painting,still life,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,10032.0,2012-01-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,8400.0,2011-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Prince,5942.0,2011-04-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,My Uncle at 99,4324.0,2011-04-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,13421.0,2010-09-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,6613.0,2010-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Reflex,7763.0,2010-03-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,7015.0,2009-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Birds Watch,7015.0,2009-12-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,,2009-09-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,12722.0,2009-09-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,10063.0,2009-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,9603.0,2009-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,8683.0,2009-03-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,,2009-03-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra-Incognita,9775.0,2008-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,14998.0,2008-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,41400.0,2008-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Still Life with a Clock,3048.0,2008-06-01 00:00:00,painting,still life,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,27025.0,2008-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,24423.0,2007-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,8716.0,2007-12-01 00:00:00,painting,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,13967.0,2007-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,19838.0,2007-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,2990.0,2007-06-01 00:00:00,painting,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra Incognita,12363.0,2007-06-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,21670.0,2006-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,28105.0,2006-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,5610.0,2006-12-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra Incognita,17050.0,2006-05-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,5665.0,2006-05-01 00:00:00,painting,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,14025.0,2006-05-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,7260.0,2005-12-01 00:00:00,painting,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,9185.0,2005-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Terra Incognita,11770.0,2005-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,6182.0,2005-05-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,5225.0,2005-05-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,9884.0,2004-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,6181.0,2004-12-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,1129.0,2004-12-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,King Series,1666.0,2004-05-01 00:00:00,drawing,figurative,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,5644.0,2004-05-01 00:00:00,painting,abstract,70.0
k m adimoolam,1938-01-01 00:00:00,"Karpur, Trichy, Tamil Nadu",2008-01-01 00:00:00,Untitled,,2002-12-01 00:00:00,painting,figurative,70.0
